,Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,CONDITION,ALLERGIES,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Albumin [Mass/volume] in Serum or Plasma,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,American house dust mite IgE Ab in Serum,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Bilirubin.total [Mass/volume] in Serum or Plasma,Bilirubin.total [Mass/volume] in Urine by Test strip,Body Height,Body Mass Index,Body Weight,Body mass index (BMI) [Percentile] Per age and gender,Body temperature,Calcium,Carbon Dioxide,Cat dander IgE Ab in Serum,Chloride,Cladosporium herbarum IgE Ab in Serum,Codfish IgE Ab in Serum,Common Ragweed IgE Ab in Serum,Cow milk IgE Ab in Serum,Creatinine,DALY,DXA [T-score] Bone density,Diastolic Blood Pressure,Egg white IgE Ab in Serum,Erythrocyte distribution width [Entitic volume] by Automated count,Erythrocytes [#/volume] in Blood by Automated count,Estimated Glomerular Filtration Rate,FEV1/FVC,Globulin [Mass/volume] in Serum by calculation,Glomerular filtration rate/1.73 sq M.predicted,Glucose,Glucose [Mass/volume] in Urine by Test strip,Head Occipital-frontal circumference,Heart rate,Hematocrit [Volume Fraction] of Blood,Hematocrit [Volume Fraction] of Blood by Automated count,Hemoglobin A1c/Hemoglobin.total in Blood,Hemoglobin [Mass/volume] in Blood,Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method,High Density Lipoprotein Cholesterol,History of Hospitalizations+Outpatient visits,Honey bee IgE Ab in Serum,Ketones [Mass/volume] in Urine by Test strip,Latex IgE Ab in Serum,Left ventricular Ejection fraction,Leukocytes [#/volume] in Blood by Automated count,Low Density Lipoprotein Cholesterol,Lymph nodes with isolated tumor cells [#] in Cancer specimen by Light microscopy,Lymph nodes with macrometastases [#] in Cancer specimen by Light microscopy,Lymph nodes with micrometastases [#] in Cancer specimen by Light microscopy,MCH [Entitic mass] by Automated count,MCHC [Mass/volume] by Automated count,MCV [Entitic volume] by Automated count,Mental health Outpatient Note,Microalbumin Creatinine Ratio,NT-proBNP,Oxygen saturation in Arterial blood,Pain severity - 0-10 verbal numeric rating [Score] - Reported,Peanut IgE Ab in Serum,Percentage area affected by eczema Head and Neck,Percentage area affected by eczema Lower extremitiy - bilateral,Percentage area affected by eczema Trunk,Percentage area affected by eczema Upper extremitiy - bilateral,Platelet distribution width [Entitic volume] in Blood by Automated count,Platelet mean volume [Entitic volume] in Blood by Automated count,Platelets [#/volume] in Blood by Automated count,Polyp size greatest dimension by CAP cancer protocols,Potassium,Prostate specific Ag [Mass/volume] in Serum or Plasma,Protein [Mass/volume] in Serum or Plasma,Protein [Mass/volume] in Urine by Test strip,QALY,QOLS,RBC Auto (Bld) [#/Vol],RDW - Erythrocyte distribution width Auto (RBC) [Entitic vol],Respiratory rate,Shrimp IgE Ab in Serum,Size.maximum dimension in Tumor,Sodium,Soybean IgE Ab in Serum,Specific gravity of Urine by Test strip,Systolic Blood Pressure,Thyrotropin [Units/volume] in Serum or Plasma,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,Total Cholesterol,Total score [MMSE],Triglycerides,Urea Nitrogen,WBC Auto (Bld) [#/Vol],Walnut IgE Ab in Serum,Weight difference [Mass difference] --pre dialysis - post dialysis,Weight-for-length Per age and sex,Wheat IgE Ab in Serum,White oak IgE Ab in Serum,pH of Urine by Test strip
10,ad2e9916-4979-40fc-a8c0-68651a0cb5a6,2004-12-19,,999-78-4480,,,,Jeffrey461,Greenfelder433,,white,nonhispanic,M,Plymouth  Massachusetts  US,428 Wiza Glen Unit 91,Springfield,Massachusetts,Hampden County,1104.0,42.10492711186789,-72.59101060950445,317164.78,2816.48,Viral sinusitis (disorder),,,,,,,,,105.6,16.1,17.9,68.9,,,,,,,,,,,0.0,,81.0,,41.4,5.2,,,,,,,,80.0,,41.2,,13.3,,,,,,,,8.3,,,,,28.6,33.0,82.7,,,,,3.0,,,,,,391.8,10.8,194.6,,,,,,5.0,1.0,,,15.0,,,,,,110.0,,,,,,,,,,,,,
11,bfb6537b-535a-4f31-9a56-073220f96a17,1991-07-03,,999-74-9712,S99913545,X65838399X,Mrs.,Karyn217,Jast432,M,white,nonhispanic,F,Belmont  Massachusetts  US,181 Feest Passage Suite 64,Medfield,Massachusetts,Norfolk County,2052.0,42.13871939383503,-71.29725536274758,700919.16,6196.919999999999,Viral sinusitis (disorder),,,,,,,,,167.2,20.9,58.5,41.7,37.3,,,,,,,,,,0.0,,84.0,,44.3,4.1,,,,,,,,69.0,35.4,35.9,6.1,12.4,,,,,,,,7.4,,,,,28.1,35.8,93.2,,,,,2.0,,,,,,441.6,11.2,303.8,,,,,,18.0,1.0,4.6,39.4,15.0,,,,,,107.0,,,,,,,6.3,,,,,,
12,83719bd7-7a41-4c87-93f9-c5de4db6a14a,1989-06-07,,999-24-1237,S99993444,X19938368X,Mrs.,Leann224,Larson43,M,white,nonhispanic,F,Fall River  Massachusetts  US,118 Bailey Orchard Suite 34,Needham,Massachusetts,Norfolk County,,42.32074744363048,-71.23282934575425,706612.59,8624.599999999999,Streptococcal sore throat (disorder),,,,,,,,,170.0,21.7,62.6,,,,,,,,,,,,0.0,,85.0,,42.0,4.4,,,,,,,,79.0,,42.4,,16.6,,75.4,,,,,,6.1,76.8,,,,27.7,33.4,93.4,,,,,4.0,,,,,,383.0,12.1,336.5,,,,,,20.0,1.0,,,13.0,,,,,,121.0,,,174.8,,113.1,,,,,,,,
13,76982e06-f8b8-4509-9ca3-65a99c8650fe,1982-09-01,,999-21-5604,S99957470,X55072337X,Ms.,Christal240,Brown30,S,white,nonhispanic,F,Bellingham  Massachusetts  US,1060 Hansen Overpass Suite 86,Boston,Massachusetts,Suffolk County,2118.0,42.284598473357775,-71.13449674876126,779464.29,11713.809999999998,Laceration of foot,Latex allergy,,,,,,,,162.4,27.0,71.2,,37.1,,,,,,,,,,0.6,,79.0,,40.1,4.2,,,,,,,,100.0,,41.4,,13.7,,78.5,,,,,,4.4,81.4,,,,29.5,33.7,91.8,,,,,2.0,,,,,,381.6,10.3,276.0,,,,,,26.4,1.0,,,12.0,,,,,,117.0,,,188.8,,144.6,,,,,,,,
14,76982e06-f8b8-4509-9ca3-65a99c8650fe,1982-09-01,,999-21-5604,S99957470,X55072337X,Ms.,Christal240,Brown30,S,white,nonhispanic,F,Bellingham  Massachusetts  US,1060 Hansen Overpass Suite 86,Boston,Massachusetts,Suffolk County,2118.0,42.284598473357775,-71.13449674876126,779464.29,11713.809999999998,Laceration of foot,Shellfish allergy,,,,,,,,162.4,27.0,71.2,,37.1,,,,,,,,,,0.6,,79.0,,40.1,4.2,,,,,,,,100.0,,41.4,,13.7,,78.5,,,,,,4.4,81.4,,,,29.5,33.7,91.8,,,,,2.0,,,,,,381.6,10.3,276.0,,,,,,26.4,1.0,,,12.0,,,,,,117.0,,,188.8,,144.6,,,,,,,,
15,2ffe9369-24e4-414b-8973-258fad09313a,1958-07-01,,999-76-2715,S99927965,X70120330X,Mrs.,Amada498,Reichert620,M,white,nonhispanic,F,Watertown  Massachusetts  US,970 Grant Highlands,Foxborough,Massachusetts,Norfolk County,,42.07894173393037,-71.22544168501237,1368017.49,15959.85,Acute bronchitis (disorder),,,,,,,,,158.8,30.5,76.8,,38.4,9.0,26.6,,102.5,,,,,0.8,1.3,-0.3,76.0,,44.1,4.6,,,,,98.1,,,71.0,,36.3,5.9,12.4,,62.3,,,,,,4.3,109.0,,,,27.5,35.7,90.0,,,,,4.0,,,,,,454.1,11.3,352.8,,5.2,,,,49.7,1.0,,,15.0,,,139.2,,,132.0,,,198.7,,136.8,11.3,,,,,,,
16,e4f1bd35-93ae-418b-b8cf-d39c3fbb069c,1957-02-25,,999-66-4231,S99983425,X1708221X,Ms.,Raye931,Wunsch504,S,white,nonhispanic,F,Arlington  Massachusetts  US,585 Greenfelder Camp,Quincy,Massachusetts,Norfolk County,2169.0,42.266511451175816,-70.95648012153919,1551125.51,11583.44,Acute viral pharyngitis (disorder),,,,,,,,,161.7,27.7,72.4,,37.2,9.5,23.3,,110.4,,,,,0.7,3.0,,78.0,,45.3,4.4,,,,,88.8,,,69.0,,35.3,5.8,13.6,,76.0,,,,,,8.0,70.9,,,,28.8,33.5,94.0,,,,,2.0,,,,,,418.7,9.5,168.6,,4.9,,,,49.0,0.7,,,15.0,,,138.3,,,122.0,,,174.4,,137.9,15.7,,,,,,,
17,86b97fc7-ae8f-4e0d-8e66-db68f36e7a76,1959-05-26,,999-59-1261,S99917383,X23685647X,Mrs.,Anissa357,Wuckert783,M,white,nonhispanic,F,Pembroke  Massachusetts  US,661 Schulist Highlands,Waltham,Massachusetts,Middlesex County,2452.0,42.42591517440363,-71.28867283165437,1388471.07,20739.93,Acute bacterial sinusitis (disorder),,,,,,,,,158.1,30.1,75.1,,,,,,,,,,,,2.1,,75.0,,39.7,4.3,,,,,,,,91.0,,39.2,,15.6,,69.4,,,,,,6.8,96.4,,,,29.1,34.8,81.6,,,,,4.0,,,,,,257.0,10.0,157.5,,,,,,47.9,0.7,,,12.0,,,,,,107.0,,,189.6,,119.2,,,,,,,,
18,1c591f0d-95b1-4289-94a9-9713ab3834e7,1954-04-04,,999-88-9161,S99916076,X45594159X,Mr.,Edmund685,Walker122,M,white,nonhispanic,M,Dedham  Massachusetts  US,383 Crooks Camp,Norwell,Massachusetts,Plymouth County,,42.1922447262567,-70.83915436161415,1412795.84,5545.28,Chronic sinusitis (disorder),,,,,,,,,181.4,30.5,100.4,,,,,,,,,,,,0.7,,83.0,,43.7,5.0,,,,,,,,80.0,,41.9,,17.3,,76.1,,,,,,9.0,64.0,,,,29.8,34.7,89.7,,,,,1.0,,,,,,425.6,11.7,209.2,,,,,,54.3,1.0,,,13.0,,,,,,112.0,,,160.5,,102.2,,,,,,,,
19,f1678bde-4814-4d71-bca9-18fdf5282232,1958-04-11,,999-49-5916,S99927174,X60264115X,Mrs.,Danae973,Bartoletti50,M,white,nonhispanic,F,Holyoke  Massachusetts  US,1062 Conn Well Suite 4,Framingham,Massachusetts,Middlesex County,1702.0,42.30967844045964,-71.42307309211299,1329466.45,17081.82,Sprain of wrist,,,,,,,,,169.3,27.7,79.5,,,,,,,,,,,,2.2,,82.0,,39.1,5.4,,,,,,,,65.0,,35.3,,13.8,,76.9,,,,,,9.9,70.6,,,,30.2,34.4,84.4,,,,,0.0,,,,,,359.4,10.9,164.1,,,,,,48.8,0.7,,,15.0,,,,,,110.0,,,171.9,,122.5,,,,,,,,
20,aac107d8-5187-420f-a90c-448ad49dee41,1983-09-02,,999-57-9112,S99979946,X70531895X,Mrs.,Lisbeth69,Hand679,M,white,nonhispanic,F,Agawam  Massachusetts  US,290 Hyatt Lane,Malden,Massachusetts,Middlesex County,2155.0,42.41495500202392,-71.0670663224216,853594.52,7264.699999999999,Acute bronchitis (disorder),,,,,,,,,162.5,21.0,55.3,,37.0,,,,,,,,,,0.0,,72.0,,45.4,5.2,,,,,,,,62.0,35.3,49.6,,16.4,,66.8,,,,,,6.9,109.1,,,,30.1,35.2,81.8,,,,,3.0,,,,,,504.8,9.9,246.4,,,,,,26.0,1.0,4.2,40.7,15.0,,,,,,103.0,,,197.1,,105.7,,7.7,,,,,,
21,71ba0469-f0cc-4177-ac70-ea07cb01c8b8,2000-11-21,2012-11-21,999-28-2716,,,,Carmelia328,Konopelski743,,white,nonhispanic,F,Lee  Massachusetts  US,1025 Collier Arcade,Ashland,Massachusetts,Middlesex County,,42.2919859634347,-71.4637238426449,268920.58,9406.689999999997,Acute bronchitis (disorder),Allergy to mould,,,,,,,,92.1,17.1,14.5,75.8,37.5,,,,,,,,,,0.1,,81.0,,41.2,4.2,,,,,,,49.1,85.0,,42.9,,14.4,,,,,,,,6.5,,,5.0,,27.6,33.6,83.1,,,,,1.0,,,,,,419.3,12.1,245.7,,,,,,8.9,1.0,,,15.0,,0.2,,,,122.0,,,,,,,,,,83.2,,,
22,71ba0469-f0cc-4177-ac70-ea07cb01c8b8,2000-11-21,2012-11-21,999-28-2716,,,,Carmelia328,Konopelski743,,white,nonhispanic,F,Lee  Massachusetts  US,1025 Collier Arcade,Ashland,Massachusetts,Middlesex County,,42.2919859634347,-71.4637238426449,268920.58,9406.689999999997,Acute bronchitis (disorder),Dander (animal) allergy,,,,,,,,92.1,17.1,14.5,75.8,37.5,,,,,,,,,,0.1,,81.0,,41.2,4.2,,,,,,,49.1,85.0,,42.9,,14.4,,,,,,,,6.5,,,5.0,,27.6,33.6,83.1,,,,,1.0,,,,,,419.3,12.1,245.7,,,,,,8.9,1.0,,,15.0,,0.2,,,,122.0,,,,,,,,,,83.2,,,
23,71ba0469-f0cc-4177-ac70-ea07cb01c8b8,2000-11-21,2012-11-21,999-28-2716,,,,Carmelia328,Konopelski743,,white,nonhispanic,F,Lee  Massachusetts  US,1025 Collier Arcade,Ashland,Massachusetts,Middlesex County,,42.2919859634347,-71.4637238426449,268920.58,9406.689999999997,Acute bronchitis (disorder),Allergy to grass pollen,,,,,,,,92.1,17.1,14.5,75.8,37.5,,,,,,,,,,0.1,,81.0,,41.2,4.2,,,,,,,49.1,85.0,,42.9,,14.4,,,,,,,,6.5,,,5.0,,27.6,33.6,83.1,,,,,1.0,,,,,,419.3,12.1,245.7,,,,,,8.9,1.0,,,15.0,,0.2,,,,122.0,,,,,,,,,,83.2,,,
24,71ba0469-f0cc-4177-ac70-ea07cb01c8b8,2000-11-21,2012-11-21,999-28-2716,,,,Carmelia328,Konopelski743,,white,nonhispanic,F,Lee  Massachusetts  US,1025 Collier Arcade,Ashland,Massachusetts,Middlesex County,,42.2919859634347,-71.4637238426449,268920.58,9406.689999999997,Acute bronchitis (disorder),Allergy to tree pollen,,,,,,,,92.1,17.1,14.5,75.8,37.5,,,,,,,,,,0.1,,81.0,,41.2,4.2,,,,,,,49.1,85.0,,42.9,,14.4,,,,,,,,6.5,,,5.0,,27.6,33.6,83.1,,,,,1.0,,,,,,419.3,12.1,245.7,,,,,,8.9,1.0,,,15.0,,0.2,,,,122.0,,,,,,,,,,83.2,,,
25,71ba0469-f0cc-4177-ac70-ea07cb01c8b8,2000-11-21,2012-11-21,999-28-2716,,,,Carmelia328,Konopelski743,,white,nonhispanic,F,Lee  Massachusetts  US,1025 Collier Arcade,Ashland,Massachusetts,Middlesex County,,42.2919859634347,-71.4637238426449,268920.58,9406.689999999997,Acute bronchitis (disorder),Allergy to soya,,,,,,,,92.1,17.1,14.5,75.8,37.5,,,,,,,,,,0.1,,81.0,,41.2,4.2,,,,,,,49.1,85.0,,42.9,,14.4,,,,,,,,6.5,,,5.0,,27.6,33.6,83.1,,,,,1.0,,,,,,419.3,12.1,245.7,,,,,,8.9,1.0,,,15.0,,0.2,,,,122.0,,,,,,,,,,83.2,,,
26,71ba0469-f0cc-4177-ac70-ea07cb01c8b8,2000-11-21,2012-11-21,999-28-2716,,,,Carmelia328,Konopelski743,,white,nonhispanic,F,Lee  Massachusetts  US,1025 Collier Arcade,Ashland,Massachusetts,Middlesex County,,42.2919859634347,-71.4637238426449,268920.58,9406.689999999997,Acute bronchitis (disorder),Allergy to fish,,,,,,,,92.1,17.1,14.5,75.8,37.5,,,,,,,,,,0.1,,81.0,,41.2,4.2,,,,,,,49.1,85.0,,42.9,,14.4,,,,,,,,6.5,,,5.0,,27.6,33.6,83.1,,,,,1.0,,,,,,419.3,12.1,245.7,,,,,,8.9,1.0,,,15.0,,0.2,,,,122.0,,,,,,,,,,83.2,,,
27,518f83f3-a717-4705-a181-06e205df480b,1999-02-03,,999-85-6755,S99937445,X85370536X,Ms.,Cythia210,Reichel38,,white,nonhispanic,F,Hopkinton  Massachusetts  US,211 Effertz Quay,Peabody,Massachusetts,Essex County,1960.0,42.55928953967607,-70.93169658886427,513798.73,3347.24,Otitis media,,,,,,,,,151.1,16.5,37.7,24.7,37.2,,,,,,,,,,0.0,,82.0,,44.5,4.9,,,,,,,,73.0,,35.2,,14.3,,,,,,,,5.9,,,,,32.3,34.8,86.9,,,,,3.0,,,,,,296.3,10.4,338.9,,,,,,10.0,1.0,,,13.0,,,,,,121.0,,,,,,,,,,,,,
28,2f43a131-a43a-4c8c-a723-cc261adb9cc6,2017-02-23,,999-40-3169,,,,María Soledad68,Aparicio848,,white,hispanic,F,San Jose  San Jose  CR,547 Ziemann Burg,Boston,Massachusetts,Suffolk County,2215.0,42.43109777176137,-71.00157229853994,10057.19,1766.56,Otitis media,Allergy to mould,,,,1.2,,,,47.7,16.4,3.2,60.5,,,,53.3,,9.4,0.3,5.7,0.3,,0.0,,73.0,55.5,40.8,4.4,,,,,,,32.1,70.0,,41.7,,17.0,,,,0.3,,0.3,,4.5,,,,,28.6,34.0,82.2,,,,,1.0,0.3,,,,,342.3,10.5,206.5,,,,,,0.0,1.0,,,13.0,0.1,,,0.3,,119.0,,,,,,,,0.2,,67.9,0.1,51.3,
